CR080767	0.1154	eSNP
CR083996	0.2018	eSNP
CR0911347	0.6327	eSNP
CR0911356	0.7931	eSNP
CR095246	0.1442	eSNP
CR095443	0.6379	eSNP
CR109943	0.3424	eSNP
CR1210014	0.8271	eSNP
CR1110626	0.1099	eSNP
CR1110627	0.1401	eSNP
CR1110628	0.3506	eSNP
CR1110629	0.8728	eSNP
CR123852	0.9061	eSNP
CR123853	0.4334	eSNP
CR123854	0.4251	eSNP
CR123855	0.9966	eSNP
CR053508	0.7834	eSNP
CR057602	0.5348	eSNP
CR087182	0.4554	eSNP
CR106322	0.6441	eSNP
CR1111594	0.5118	eSNP
CR045993	0.9612	eSNP
CR061338	0.3307	eSNP
CR002153	0.8356	eSNP
CR004775	0.172	eSNP
CR014437	0.3838	eSNP
CR070418	0.5204	eSNP
CR077670	0.8353	eSNP
CR078170	0.5598	eSNP
CR085115	0.8455	eSNP
CR098746	0.5859	eSNP
CR102886	0.4636	eSNP
CR102887	0.5431	eSNP
CR109398	0.8676	eSNP
CR1111322	0.3436	eSNP
CR117967	0.8474	eSNP
CR117970	0.487	eSNP
CR1212004	0.7636	eSNP
CR1212005	0.606	eSNP
CR129186	0.1271	eSNP
CR129190	0.2853	eSNP
CR129201	0.5693	eSNP
CR129203	0.4991	eSNP
CR129204	0.1061	eSNP
CR025422	0.6055	eSNP
CR073540	0.3105	eSNP
CR083997	0.9492	eSNP
CR093431	0.477	eSNP
CR128695	0.4554	eSNP
CR128697	0.01	eSNP
CR128698	0.0174	eSNP
CR128699	0.0504	eSNP
CR973336	0.1782	eSNP
CR020829	0.2519	eSNP
CR025894	0.5848	eSNP
CR096274	0.5814	eSNP
CR097872	0.6188	eSNP
CR139457	0.8856	eSNP
CR139459	0.2624	eSNP
HR971651	0.3923	eSNP
CR014433	0.3732	eSNP
CR051277	0.0045	eSNP
CR054252	0.1068	eSNP
CR065648	0.7687	eSNP
CR071282	0.9084	eSNP
CR071287	0.9722	eSNP
CR073539	0.1661	eSNP
CR993027	0.8817	eSNP
CR015138	0.5258	eSNP
CR015139	0.9767	eSNP
CR120402	0.8153	eSNP
CR1213098	0.4723	eSNP
CR132467	0.6815	eSNP
CR132468	0.9867	eSNP
CR136679	0.0851	eSNP
CR136680	0.4684	eSNP
CR136681	0.2944	eSNP
CR136682	0.1035	eSNP
CR962504	0.0803	eSNP
CR040864	0.466	eSNP
CR073549	0.4036	eSNP
CR106743	0.9374	eSNP
CR119475	0.4413	eSNP
CR119966	0.5138	eSNP
CR973135	0.2787	eSNP
CR973136	0.9714	eSNP
CR045670	0.801	eSNP
CR084749	0.2902	eSNP
CR094444	0.8875	eSNP
CR015013	0.0029	eSNP
CR020339	0.6635	eSNP
CR064470	0.3022	eSNP
CR076695	0.2716	eSNP
CR078287	0.9675	eSNP
CR114539	0.1364	eSNP
CR116619	0.8552	eSNP
CR136167	0.8358	eSNP
CR004576	0.792	eSNP
CR034843	0.8074	eSNP
CR040152	0.7654	eSNP
19	0.700453664852793	Gene
20	0.141646975610091	Gene
24	0.0701308440853471	Gene
151	0.105919142522023	Gene
154	0.359002145702776	Gene
166	0.171018323362431	Gene
181	0.0681769441218179	Gene
207	0.0161714831943648	Gene
321	0.726744986636348	Gene
325	0.22346913227818	Gene
335	0.161007728133018	Gene
336	0.0930513121032925	Gene
338	0.186320855960776	Gene
344	0.161539896057569	Gene
348	0.301839078781389	Gene
354	0.104419849686128	Gene
360	0.203371894620935	Gene
364	0.00378256855706864	Gene
367	0.237401165427169	Gene
373	0.184908031582567	Gene
383	0.201381229377541	Gene
438	0.0221593933998173	Gene
506	0.789327310707336	Gene
595	0.199328142592848	Gene
672	0.463351243805543	Gene
773	0.304628350036099	Gene
799	0.06165970520781	Gene
816	0.445209012688728	Gene
834	0.406069581184362	Gene
839	0.27000329037413	Gene
840	0.403504670157871	Gene
881	0.0901004596422102	Gene
885	0.52993347339363	Gene
886	0.202455750056503	Gene
887	0.335506518378057	Gene
1017	0.680697464154865	Gene
1018	0.0349119872039967	Gene
1026	0.305374150757437	Gene
1039	0.357201997565618	Gene
1080	0.122182248593924	Gene
1113	0.657759491275494	Gene
1116	0.225662898618528	Gene
1117	0.0596405001740861	Gene
1119	0.038922095713037	Gene
1134	0.114126283671689	Gene
1388	0.15783847254616	Gene
1395	0.0714689857713054	Gene
1401	0.0893843166146641	Gene
1440	0.103153544167587	Gene
1445	0.230182249415293	Gene
1499	0.506524410382785	Gene
1504	0.0493013112271682	Gene
1557	0.100352978341042	Gene
1576	0.361334323808527	Gene
1647	0.0419274893295338	Gene
1811	0.151075378065944	Gene
1839	0.13407951604226	Gene
1879	0.304747970979163	Gene
1889	0.585153394785426	Gene
1950	0.412454790797905	Gene
1958	0.233906196939474	Gene
1991	0.0342485133400371	Gene
2023	0.0585534753333918	Gene
2026	0.815632051440661	Gene
2027	0.220981443958445	Gene
2057	0.580374927464087	Gene
2058	0.421683724246561	Gene
2064	0.521169812089633	Gene
2065	0.0983160730657591	Gene
2066	0.484324250011624	Gene
2147	0.15590432446675	Gene
2153	0.245809252951615	Gene
2159	0.0683743909948401	Gene
2169	0.121469742973392	Gene
2212	0.349285029841864	Gene
2244	0.0143337902090443	Gene
2266	0.0414377229034837	Gene
2274	0.723604994970618	Gene
2571	0.802579329415698	Gene
2572	0.757512463198923	Gene
2582	0.174244302700433	Gene
2597	0.503131239316598	Gene
2673	0.550486013513551	Gene
2710	0.0958349459542826	Gene
2712	0.112667661296466	Gene
2729	0.129284163875025	Gene
2730	0.0964633201599188	Gene
2742	0.139232090294802	Gene
2769	0.0484745535810824	Gene
2810	0.0699522205019772	Gene
2830	0.185926337497619	Gene
2847	0.80213706294227	Gene
2869	0.176962653752543	Gene
2931	0.214349047711958	Gene
2932	0.742620233414917	Gene
2948	0.271897189873286	Gene
2949	0.126854830771851	Gene
2956	0.28414372156259	Gene
2986	0.0721453454956123	Gene
3040	0	Gene
3043	0.128791368609065	Gene
3050	0.0795013093820542	Gene
3053	0.0992062642541295	Gene
3075	0.483307013669942	Gene
3084	0.79357657470807	Gene
3240	0.126365480493605	Gene
3242	0.0483605898199572	Gene
3265	0.520454320155853	Gene
3356	0.259274363179212	Gene
3554	0.266039773952528	Gene
3569	0.0247224385294629	Gene
3570	0.301755357676885	Gene
3572	0.439655580351771	Gene
3600	0.689894862132946	Gene
3606	0.426284823594215	Gene
3617	0.0749355179254771	Gene
3628	0.065862592350409	Gene
3697	0.0925773390746509	Gene
3699	0.0420696493327409	Gene
3700	0.171602831490846	Gene
3710	0.432525651565736	Gene
3798	0.0790250986579347	Gene
3817	0.267848922885035	Gene
