chr9	22125001	0.281207
chr2	242793001	0.210388
chr1	109817001	0.133958
chr6	138231001	0.427105
chr4	145489001	0.265246
chr6	138231001	0.00579381
chr12	2347001	0.00579381
chr6	117211001	0.116182
chr2	217921001	0.977349
chrY	10019601	0.237788
chrY	10021001	0.291066
chrY	10025001	0.845814
chrY	13137601	0.152208
chrY	13194601	0.585537
chrY	13449801	0.193475
chrY	13453401	0.810623
chrY	13458201	0.173531
chrY	13460801	0.484983
chrY	13465001	0.151863
chrY	13468001	0.366957
chrY	13481801	0.491736
chrY	13485201	0.910094
chrY	13650801	0.265257
chrY	13660801	0.893188
chrY	13669801	0.220351
chrY	13681201	0.631798
chrY	13801401	0.571077
chrY	13806401	0.332158
chrY	13810201	0.104455
chrY	13813201	0.502931
chrY	13851601	0.567394
chrY	13862801	0.854165
chrY	13869801	0.0401409
chrY	58972801	0.108022
chrY	58980801	0.639396
chrY	58985001	0.013111
chrY	58989601	0.720184
chrY	59001801	0.101814
chrX	3618001	0.482945
chrX	3630401	0.254355
chrX	3734201	0.676697
chrX	5565401	0.896782
chrX	6657401	0.759896
chrX	6977801	0.720292
chrX	7003801	0.907623
chrX	7028001	0.928611
chrX	7033801	0.377663
chrX	7039001	0.899756
chrX	7051001	0.77888
chrX	7180001	0.324255
chrX	7895001	0.194231
chrX	7919201	0.995553
chrX	9309401	0.161296
chrX	9320801	0.708034
chrX	9645601	0.501519
chrX	10051601	0.936301
chrX	10066801	0.716323
chrX	10075201	0.10519
chrX	10079001	0.209205
chrX	10087001	0.559397
chrX	11130401	0.705432
chrX	11757601	0.0782337
chrX	11778801	0.51053
chrX	11786401	0.196197
chrX	11810401	0.274211
chrX	12810801	0.638602
chrX	12861601	0.448208
chrX	12886201	0.0398718
chrX	12888801	0.467251
chrX	12892401	0.0777565
chrX	12906601	0.0381004
chrX	12909401	0.160044
chrX	12911001	0.397832
chrX	12965801	0.688898
chrX	12968401	0.534712
chrX	12974601	0.68692
chrX	12980001	0.272457
chrX	12989401	0.465933
chrX	12994201	0.276555
chrX	12996201	0.450086
chrX	12999801	0.935069
chrX	13003201	0.0869318
chrX	13018001	0.453889
chrX	13023201	0.945625
chrX	13026401	0.855719
chrX	13032201	0.120976
chrX	13041401	0.0141639
chrX	13044401	0.234515
chrX	13048001	0.866313
chrX	13069801	0.43739
chrX	13073801	0.769548
chrX	13093001	0.874003
chrX	13097001	0.376934
chrX	13100601	0.944328
chrX	13106201	0.798493
chrX	13109001	0.838634
chrX	13272401	0.946656
chrX	13274801	0.586052
chrX	13282201	0.599163
chrX	13492001	0.319347
chrX	13505801	0.421162
chrX	13671801	0.904107
chrX	13680601	0.158462
chrX	13685801	0.835159
chrX	13689001	0.731942
chrX	13708201	0.491837
chrX	13711401	0.212129
chrX	13716401	0.119752
chrX	13720001	0.0483631
chrX	13749801	0.426026
chrX	13760801	0.325782
chrX	13769201	0.104662
chrX	13771001	0.428916
chrX	13777601	0.623148
chrX	14046801	0.6187
chrX	14515601	0.779997
chrX	15176801	0.488031
chrX	15353001	0.98955
chrX	15694001	0.925851
chrX	15768801	0.642174
chrX	15800601	0.747365
chrX	15809201	0.956569
chrX	15871801	0.515966
chrX	15921801	0.221398
chrX	16042201	0.299632
chrX	16086601	0.810162
chrX	16138001	0.00635903
chrX	16155801	0.28057
chrX	16738201	0.919172
